名称,抓取率,评分,
屠龙者,0.3%,121,
山岭巨人,0.3%,47,
岩浆暴怒者,0.1%,67,
工匠大师欧沃斯巴克,0.2%,98,
工匠镇技师,6.9%,96,
工程师学徒,3.6%,96,
巨型乳齿象,0.3%,91,
巨型黄蜂,0.4%,120,
巨魔蝙蝠骑士,32.5%,132,
巨鳞蠕虫,7.6%,108,
巫医,1.7%,83,
巫毒娃娃,1%,85,
布林顿3000型,0.2%,57,
希亚玛特,3.5%,170,
帝王眼镜蛇,2.5%,108,
年轻的女祭司,1.5%,86,
年轻的酒仙,4%,94,
年迈的法师,0.2%,65,
年迈的酒仙,4.1%,95,
幻化师,4.5%,97,
幻术士,2.8%,78,
幻象制造者,0.2%,88,
幼龙饲养员,11.9%,119,
废土刺客,10.4%,108,
废土巨蝎,9.2%,89,
引力翻转,6.6%,70,
弗瑞兹·光巢,1.9%,110,
弹簧火箭犬,13.5%,112,
强化机器人,1.7%,101,
强效治疗药水,0.1%,45,
强能雷象,2.6%,123,
强袭坦克,10.3%,110,
微型战斗机甲,8.6%,115,
微机操控者,7.5%,134,
心灵之火,5.7%,42,
心灵尖啸,0.3%,206,
心灵视界,17.6%,90,
心灵震爆,2.3%,38,
怒鳍猎潮者,0.2%,124,
思维窃取,39.7%,131,
怪盗低语,33.7%,157,
怪盗布缆鼠,27.1%,106,
怪盗征募员,65.4%,133,
总督察,5.3%,91,
恐怖海盗,0.1%,66,
恐惧渡鸦,2.8%,107,
恐狼前锋,3.7%,96,
恶毒的银行家,1.1%,63,
恶毒铁匠,2.3%,87,
恶狼大法师,8.2%,92,
愤怒的小鸡,0.1%,44,
慷慨的木乃伊,1.2%,2,
憎恶,0.9%,92,
战争机兵,7.1%,110,
战利品贮藏者,8.8%,101,
托什雷,1.2%,119,
托维尔塑石师,0.1%,99,
扭曲的狼人,0.2%,97,
投弹机器人,2.2%,79,
报警机器人,0.1%,36,
拉文霍德刺客,0.4%,75,
拉祖尔女士,2.7%,150,
拉祖尔的信使,5.6%,107,
拉祖尔的阴谋,0.9%,98,
招虫的地精,10.7%,89,
持枪恶霸,10%,109,
持盾卫士,0.1%,61,
捣蛋鬼,0.6%,79,
接引冥神,7.1%,115,
控心术,2.1%,79,
推土壮汉,51.6%,112,
摇摆的俾格米,0.1%,126,
摩天龙,0.1%,66,
攻城车,0.3%,78,
散财军士,19.1%,109,
斯尼德的伐木机,1.5%,85,
方阵指挥官,1.1%,86,
施法者克星X-21,3.5%,83,
旅行医者,24.6%,109,
旋翼机,27.9%,98,
旋翼滑翔者,0.9%,74,
无面操纵者,1.5%,107,
无面暴怒者,33.2%,98,
无面渗透者,35.7%,125,
无面潜伏者,6.8%,89,
无面腐蚀者,18.5%,144,
无面蹒跚者,0.1%,109,
日怒保卫者,2.9%,109,
时空破坏者,20.1%,96,
昆虫收藏家,13.4%,120,
明光祭司,0.5%,71,
星界使者塞雷西亚,0.1%,73,
显眼的诱饵,0.3%,64,
晶化师,1.4%,87,
暗夜徘徊者,1.1%,76,
暗影形态,1.2%,79,
暗影打击装甲,11.1%,99,
暗影投弹手,0.9%,92,
暗影狂乱,27.7%,98,
暗影视界,0.2%,127,
暗言术：灭,58.9%,136,
暗言术：痛,42.4%,112,
暗言术：骇,0.2%,84,
暗金教信使,0.2%,122,
暗金教炼金师,0.5%,101,
暗金教鸦人祭司,0.9%,173,
暗鳞先知,0.1%,42,
暗鳞治愈者,4.1%,89,
暮光侍僧,0.1%,98,
暮光召唤,0.1%,71,
暮光幼龙,6.2%,104,
暴怒的双头巨人,16.9%,112,
暴怒的狼人,3.9%,83,
暴掠龙幼崽,0.1%,117,
暴走旋风,0.1%,65,
暴风城勇士,5.8%,89,
暴风城骑士,3.4%,83,
月亮巨人守护者,1.4%,125,
木奶伊,10.3%,102,
未鉴定的药剂,0.9%,147,
末日预言者,0.7%,63,
机械保险箱,16.5%,99,
机械克苏恩,0.1%,68,
机械幼龙技工,2%,86,
机械拷问者,4%,12,
机械推土牛,5%,100,
机械法医,0.1%,18,
机械袋鼠,5.9%,121,
机械跃迁者,13.6%,114,
机械雏龙,2.3%,151,
机械雪人,17.7%,114,
杂毛秘术师,12.7%,101,
极恶之咒,0.5%,129,
格鲁尔,0.4%,78,
档案员艾丽西娜,1.4%,74,
梦魇之龙,0.1%,94,
梦魇融合怪,3.9%,123,
森金持盾卫士,7.1%,99,
榴弹投手,9.4%,131,
欢乐的发明家,1.1%,108,
欢快的同伴,8.6%,88,
欧米茄医护兵,16.6%,137,
欧米茄防御者,6.9%,112,
武装皮纳塔,9.6%,128,
死亡之灾祸,8.1%,155,
死亡之翼,1.6%,115,
死神4000型,1.3%,104,
毒性污水软泥怪,0.2%,115,
毒沼爬行者,0.4%,120,
毒物学家,0.1%,78,
毒鳍鱼人,1.5%,56,
永恒吐息,22.4%,147,
永恒巨龙姆诺兹多,7.3%,152,
永恒掠夺者,50.8%,147,
沃金,3.1%,158,
沉默,9.4%,98,
沙漠野兔,0.6%,85,
沙蹄搬水工,17.3%,100,
没电的铁皮人,0.1%,83,
治疗之环,3.2%,34,
沼泽水蛭,2.5%,96,
沼泽爬行者,4%,88,
沼泽飞龙,2.8%,67,
沼泽龙蛋,3.2%,50,
法力之池,0.5%,50,
法力怨魂,0.8%,94,
法力晶簇,0.1%,112,
法奥瑞斯国王,0.5%,65,
泥沼狩猎者,1.8%,131,
泽里克的克隆展,1.7%,98,
活动假人,0.1%,61,
活化纪念碑,6.7%,87,
活化龙息,22%,109,
流沙元素,9.1%,132,
海地精猎手,12.1%,96,
海巨人,1.9%,128,
海蛇蛋,1.6%,55,
淡水鳄,4.4%,94,
淤泥喷射者,0.2%,119,
淤泥践踏者,7.7%,102,
深坑鳄鱼,25%,119,
深潜炸弹,1.4%,50,
深蓝系咒师,15.8%,109,
滑板机器人,2%,88,
火山龙,0.2%,129,
火岩元素,0.2%,83,
火羽凤凰,0.6%,128,
火羽精灵,0.3%,133,
火花引擎,1.5%,67,
火花钻机,2.4%,96,
火车王里诺艾,0.2%,99,
火鹰,19.3%,126,
灰发巫师,2.5%,112,
灵能窥探,0.5%,104,
灼光战斗法师,17.4%,96,
烈日行者,4.4%,106,
热心的酒保,0.2%,112,
热气球,9.9%,71,
熔火恶犬,0.2%,78,
熟练的水手,2.2%,96,
爆爆机器人,6.2%,109,
爆盐投弹手,1.3%,114,
爆破小队,0.1%,124,
牛头人战士,0.4%,72,
特殊坐骑商人,7.3%,97,
犯罪高手,0.3%,126,
狂奔的魔暴龙,0.1%,143,
狂奔科多兽,3.7%,91,
狂暴邪翼蝠,4.7%,77,
狂热的新兵,0.1%,76,
狂野炎术师,4.1%,121,
狐人恶棍,5.3%,139,
狗头人地卜师,1.2%,79,
狗头人学徒,0.2%,111,
狗头人沙漠步兵,1.9%,66,
狼人憎恶,3.1%,107,
狼人欺诈者,0.1%,98,
狼人渗透者,3.9%,98,
狼骑兵,2.7%,95,
猢狲医者,0.2%,93,
王牌猎人,1.8%,63,
玛克扎尔王子,0.1%,121,
玛里苟斯,0.3%,81,
琥口脱险,0.6%,127,
瑟玛普拉格,0.4%,80,
生锈的回收机器人,3.9%,87,
电磁脉冲特工,0.3%,72,
电能工匠,2.8%,97,
畸变狂战士,0.2%,97,
疯帽客,1.2%,81,
疯狂召唤师,0.3%,68,
疯狂投弹者,8.4%,110,
疯狂爆破者,4.8%,87,
疯狂的炼金师,2.6%,97,
癫狂的医生,9.4%,86,
白衣幽魂,1.3%,68,
白银之手骑士,5.8%,104,
白骨怨灵,21%,118,
真言术：仿,1.8%,83,
真言术：盾,34.1%,79,
真言术：触,0.5%,115,
矮人考古学家,1.9%,107,
石化魔暴龙,0.1%,83,
石塘猎人,0.1%,106,
石拳食人魔,7.6%,101,
石牙野猪,0.2%,56,
石皮蜥蜴,0.5%,148,
石腭穴居人壮汉,11.2%,93,
石英元素,5.5%,98,
砰砰博士,3.4%,146,
破咒珠宝师,9.8%,106,
破晓之龙,0.3%,69,
破棺者,7.1%,88,
破法者,4.4%,103,
破甲骑士,6.8%,90,
破碎残阳祭司,6.7%,91,
破铜烂铁机器人,0.8%,48,
硬壳甲虫,0.3%,121,
碎石穴居人,12.4%,99,
祖达克仪祭师,1.9%,32,
神圣之火,6.1%,111,
神圣之灵,4.9%,113,
神圣惩击,27.5%,134,
神圣新星,62.8%,178,
神圣涟漪,25.2%,129,
神圣赞美诗,8.8%,67,
神殿狂战士,12.7%,123,
禁忌咒文,29.4%,156,
禁忌畸变,0.1%,125,
科赞秘术师,3.7%,71,
秘教暗影祭司,13.7%,105,
穆克拉,0.1%,91,
穴居人强盗,0.1%,98,
穴居人食菌者,0.2%,105,
空军指挥官,6%,69,
空降歹徒,0.9%,67,
窃魂者阿扎莉娜,0.3%,47,
竞技场主宰,1.1%,92,
筑巢双头鹏,0.3%,125,
米尔豪斯·法力风暴,0.1%,6,
精灵弓箭手,3.2%,91,
精灵龙,8.7%,118,
精神控制,63.7%,116,
精神控制技师,0.3%,121,
紫罗兰典狱官,19.7%,103,
紫罗兰教师,2.8%,99,
紫罗兰魔剑士,2.3%,114,
紫色岩虫,0.4%,119,
红龙女王阿莱克丝塔萨,4.9%,138,
纳克萨玛斯之影,0.1%,102,
纳特·帕格,0.1%,73,
纳迦海盗,0.1%,115,
纳鲁之光,8.4%,98,
结晶预言者,0.3%,122,
维伦的恩泽,47.4%,116,
绿洲钳嘴龟,1.9%,75,
绿色凝胶怪,0.3%,109,
缚沙者,0.6%,75,
缩小射线工程师,24.8%,129,
缩小药水,0.1%,82,
美味飞鱼,10.1%,79,
群体复活,7.5%,75,
群体驱散,7%,75,
群星罗列者,0.2%,101,
翼手龙宝宝,0.1%,110,
老式治疗机器人,4%,74,
耶比托·乔巴斯,0.3%,87,
联结治疗,0.1%,63,
肉用僵尸,0.3%,135,
胡桃精,10.5%,91,
脑力激荡者,0.6%,47,
脱逃的样本,0.7%,106,
腐化先知,0.1%,127,
腐化治疗机器人,0.1%,88,
腐烂的苹果树,14.2%,104,
腐肉食尸鬼,1.9%,85,
腐蚀淤泥,0.2%,98,
臃肿的蛇颈龙,0.2%,115,
自爆绵羊,3.5%,94,
舒玛,1.4%,109,
舞动之剑,0.1%,62,
船载火炮,6.8%,100,
艾尔文灾星霍格,0.1%,85,
艾泽里特元素,0.8%,62,
艾露恩的女祭司,0.2%,70,
苔藓恐魔,3.8%,111,
苦修,28.3%,128,
苦痛侍僧,3.1%,94,
荆棘帮小偷,12.8%,87,
荆棘帮巫婆,3.6%,120,
荆棘帮斗猪,36.1%,148,
荆棘帮暴徒,1.9%,81,
荆棘帮箭猪,32.6%,114,
荆棘谷猛虎,6.3%,94,
药水商人,10.5%,65,
莽头食人魔,6%,108,
菌菇术士,0.4%,141,
菌菇附魔师,0.3%,111,
萨尔玛先知,0.2%,62,
萨索瓦尔,1.4%,91,
萨维斯,0.3%,114,
葛拉卡爬行蟹,0.1%,106,
蓝腮战士,2.2%,86,
藏宝匪贼,0.1%,57,
藏宝巨龙,0.3%,127,
藏宝海湾保镖,0.6%,88,
虚空撕裂者,0.1%,124,
蜘蛛坦克,16.5%,111,
血帆海盗,0.3%,58,
血帆袭击者,3.9%,95,
血沼迅猛龙,3.7%,103,
血法师萨尔诺斯,0.3%,98,
血色十字军战士,7.5%,101,
血骑士,1%,103,
街头调查员,0.1%,96,
被感染的牛头人,0.2%,97,
被感染的贮藏者,0.2%,104,
被缚的魔像,13.3%,147,
被诅咒的门徒,0.2%,120,
裹尸匠,1.6%,89,
角鹰兽,22%,108,
触手恐吓者,1.5%,80,
诅咒教派领袖,5.3%,104,
诺兹多姆,0.2%,63,
诺莫瑞根步兵,1.7%,64,
负伤剑圣,4.3%,114,
贪睡巨龙,0.4%,92,
贫瘠之地饲养员,0.5%,83,
赫米特·奈辛瓦里,0.2%,94,
蹒跚的食尸鬼,0.1%,92,
载人收割机,25.7%,141,
载人毁灭机,1.2%,117,
载人飞天魔像,4.7%,139,
辟法奇美拉,12.7%,100,
辟法巨龙,19.5%,157,
辟法灵龙,12.1%,117,
辟法龙人,35.8%,115,
达卡莱幻术师,0.1%,111,
达拉然图书管理员,12.9%,97,
达拉然圣剑士,30.2%,126,
达拉然法师,0.2%,52,
迅捷的信使,15.5%,114,
远古之树,0.3%,103,
迦顿男爵,1.1%,134,
迷失的幽魂,0.8%,54,
迷失的陆行鸟,7.9%,109,
迷彩飞艇,6.1%,88,
送葬者,0.1%,84,
通电机器人,0.1%,54,
邪教药剂师,0.1%,77,
邪犬,2.8%,84,
邪魂审判官,2%,71,
酸性沼泽软泥怪,8.1%,109,
重装佣兵,0.3%,130,
野猪骑士塔纳利,0.1%,98,
量产型恐吓机,2.8%,137,
金甲虫,16%,108,
钢铁暴怒者,9.9%,112,
铁喙猫头鹰,2.1%,67,
铁炉堡火枪手,2.1%,83,
铁鬃灰熊,2.4%,93,
银月城卫兵,3.7%,98,
银背族长,0.1%,55,
银色侍从,4.2%,92,
银色指挥官,4.3%,119,
铸剑师,0.5%,72,
锐鳞骑士,23.3%,96,
镀金的石像鬼,0.2%,91,
闪光的蘑菇,0.1%,100,
闪金镇步兵,0.2%,66,
闹闹机器人,0.2%,109,
防腐仪式,11.3%,97,
阴暗的人影,3.2%,90,
阵线破坏者,0.1%,101,
阿努比萨斯哨兵,0.2%,103,
阿努比萨斯战争使者,7.1%,81,
阿古斯防御者,3.4%,104,
阿曼尼狂战士,9.2%,117,
阿莱克丝塔萨,0.9%,84,
陶罐商人,5.9%,81,
隐秘破坏者,1.9%,33,
隐鳞药剂师,2.3%,94,
雷矛特种兵,2.1%,97,
雷霆蜥蜴,0.1%,93,
霍格,0.6%,109,
霜狼步兵,0.4%,78,
霜狼督军,2.4%,92,
霸气的旅店老板娘,2.2%,68,
青铜门卫,3.8%,84,
颤地者特罗格佐尔,0.9%,79,
风怒鹰身人,0.2%,70,
风暴看守,0.1%,92,
风险投资公司雇佣兵,1.8%,65,
飞刀杂耍者,2.4%,115,
飞天鱼人,2.7%,70,
飞弹机器人,2.8%,124,
飞行器,1%,48,
飞行管理员,11.9%,106,
食人魔勇士穆戈尔,0.5%,104,
食人魔步兵,13.9%,108,
食人魔法师,3.1%,95,
食肉魔块,0.1%,128,
饥饿的双头怪,0.2%,102,
骄傲的防御者,33.8%,122,
高级修理机器人,6.3%,106,
高级跟班厄尔克,0.2%,87,
高阶祭司阿门特,3.2%,102,
鬼灵爬行者,0.4%,138,
鬼祟恶魔,0.1%,116,
魅影民兵,6.5%,99,
魔古山守望者,0.3%,69,
魔法幻象,0.7%,70,
魔法订书匠,14.8%,112,
魔法飞毯,0.7%,85,
魔瘾者,0.3%,52,
魔能机甲,0.8%,159,
鱼人投手,8.5%,100,
鱼人招潮者,0.1%,59,
鱼人木乃伊,6.4%,94,
鱼人杀手蟹,0.1%,63,
鱼人猎潮者,3.3%,109,
鱼人袭击者,0.2%,72,
鱼人领军,0.2%,84,
鲁莽火箭兵,1.4%,96,
鲁莽的实验者,0.8%,100,
鲜活梦魇,1.8%,64,
麦田傀儡,7.2%,106,
麻风侏儒,0.1%,56,
黏指狗头人,1.7%,71,
黑暗之拥,0.1%,86,
黑暗预兆,19.2%,143,
黑樟林树精,13.3%,104,
黑沼枭兽,0.7%,51,
黑铁矮人,10.9%,119,
黑骑士,1.5%,97,
齿轮大师,2%,68,
龙息药水,0.3%,180,
龙眠净化者,1.3%,100,
龙骨卫士,10.9%,89,
龙鳞祭司,21.4%,101,
