名称,费用,职业,稀有度,评分,评级,建议不选多张,
寒光先知,3,中立,稀有,55,7,,
导师火心,3,萨满,传说,140,1,,
小个子召唤师,2,中立,稀有,93,5,,
小精灵,0,中立,普通,67,7,,
小鬼召唤师,3,中立,稀有,88,5,,
少年惯偷,2,中立,普通,110,3,,
尘魔,1,萨满,普通,21,7,,
尼斐塞特仪祭师,2,中立,稀有,109,3,,
尼索格,6,萨满,传说,153,1,,
岩浆暴怒者,3,中立,普通,49,7,,
岩浆爆裂,3,萨满,稀有,124,2,,
巡游向导,1,中立,普通,110,3,,
工匠大师欧沃斯巴克,3,中立,传说,103,4,,
工程师学徒,2,中立,普通,94,5,,
巨魔蝙蝠骑士,4,中立,普通,125,2,,
巫医,1,中立,普通,82,6,,
巫术替身,6,中立,普通,102,4,,
希亚玛特,7,中立,传说,149,1,,
帝王眼镜蛇,3,中立,稀有,113,3,,
年轻的女祭司,1,中立,稀有,82,6,,
年轻的酒仙,2,中立,普通,90,5,,
年迈的法师,4,中立,稀有,64,7,,
年迈的酒仙,4,中立,普通,91,5,,
幻化师,2,中立,史诗,108,3,,
幼龙饲养员,2,中立,稀有,111,3,,
幼龙鹰,1,中立,普通,44,7,,
废土刺客,5,中立,普通,114,2,,
废土守望者,5,中立,史诗,102,4,,
废土巨蝎,7,中立,普通,99,4,,
废料场巨像,10,中立,稀有,108,3,,
异教低阶牧师,2,中立,稀有,119,2,,
弗瑞兹·光巢,4,中立,传说,107,3,,
怪盗图腾,2,萨满,普通,111,3,,
怪盗布缆鼠,2,中立,普通,114,2,,
恐怖海盗,4,中立,普通,71,6,,
恐惧渡鸦,3,中立,史诗,109,3,,
恐狼前锋,2,中立,普通,115,2,,
恶毒铁匠,5,中立,普通,88,5,,
恶狼大法师,10,中立,史诗,102,4,,
惊爆异变,2,萨满,普通,75,6,,
感知宝珠,1,中立,传说,52,7,,
愤怒的小鸡,1,中立,稀有,43,7,,
慷慨的木乃伊,3,中立,稀有,0,7,,
憎恶,5,中立,稀有,58,7,,
戏法图腾,2,萨满,稀有,104,4,,
战利品贮藏者,2,中立,普通,98,4,,
报警机器人,3,中立,稀有,30,7,,
拉文霍德刺客,7,中立,稀有,73,6,,
招虫的地精,3,中立,稀有,81,6,,
持枪恶霸,5,中立,史诗,100,4,,
持盾卫士,1,中立,普通,58,7,,
捣蛋鬼,3,中立,史诗,76,6,,
推土壮汉,9,中立,普通,108,3,,
攻城车,3,中立,稀有,74,6,,
散财军士,4,中立,普通,108,3,,
斯卡基尔,4,萨满,传说,100,4,,
新生刺头,1,中立,普通,110,3,,
方阵指挥官,5,中立,普通,86,6,,
旅行医者,4,中立,普通,96,4,,
旋翼机,6,中立,普通,88,5,,
无羁元素,3,萨满,普通,92,5,,
无面操纵者,5,中立,史诗,113,3,,
无面暴怒者,3,中立,普通,82,6,,
无面潜伏者,5,中立,普通,81,6,,
无面腐蚀者,5,中立,稀有,138,1,,
日怒保卫者,2,中立,稀有,107,3,,
昆虫收藏家,2,中立,普通,97,4,,
显眼的诱饵,6,中立,史诗,39,7,,
暗鳞先知,1,中立,普通,43,7,,
暗鳞治愈者,5,中立,普通,86,6,,
暮光幼龙,4,中立,稀有,107,3,,
暴怒的狼人,3,中立,普通,79,6,,
暴走旋风,8,中立,史诗,51,7,,
暴风城勇士,7,中立,普通,82,6,,
暴风城骑士,4,中立,普通,77,6,,
月亮巨人守护者,10,中立,传说,80,6,,
末日预言者,2,中立,史诗,60,7,,
机械保险箱,6,中立,普通,95,5,,
机械幼龙技工,4,中立,普通,85,6,,
机械拷问者,4,中立,稀有,30,7,,
机械法医,5,中立,史诗,18,7,,
校长克尔苏加德,5,中立,传说,115,2,,
格鲁尔,8,中立,传说,72,6,,
档案员艾丽西娜,9,中立,传说,76,6,,
森金持盾卫士,4,中立,普通,95,5,,
欢快的同伴,1,中立,普通,82,6,,
止水湖蛇颈龙,5,中立,普通,115,2,,
武装胡蜂,3,萨满,稀有,84,6,,
死亡之翼,10,中立,传说,90,5,,
毁灭之锤,5,萨满,史诗,82,6,,
毒蛇神殿传送门,3,萨满,普通,176,1,,
毒鳍鱼人,1,中立,普通,65,7,,
比斯巨兽,6,中立,传说,82,6,,
沙暴元素,2,萨满,普通,114,2,,
沙漠方尖碑,5,中立,史诗,22,7,,
沙漠野兔,3,中立,普通,72,6,,
沼泽之子,3,萨满,普通,155,1,,
沼泽女王哈加莎,7,萨满,传说,207,1,,
沼泽拳刺,5,萨满,史诗,187,1,,
沼泽爬行者,5,中立,普通,81,6,,
法力之池,2,中立,普通,47,7,,
法力之潮图腾,3,萨满,稀有,94,5,,
法力怨魂,2,中立,稀有,91,5,,
法奥瑞斯国王,10,中立,传说,68,7,,
泥沼变形怪,5,萨满,史诗,69,6,,
泥沼巨钳龙虾人,3,萨满,稀有,126,2,,
洪流,4,萨满,稀有,188,1,,
活动喷泉,8,萨满,普通,141,1,,
活化扫帚,1,中立,普通,110,3,,
活化纪念碑,10,中立,普通,96,4,,
活化龙息,3,中立,普通,111,3,,
流沙元素,2,中立,稀有,117,2,,
浮夸的大四学长,6,中立,普通,142,1,,
海巨人,10,中立,史诗,153,1,,
海蛇蛋,2,中立,普通,58,7,,
淡水鳄,2,中立,普通,96,4,,
淤泥吞食者,1,萨满,稀有,152,1,,
深坑鳄鱼,8,中立,普通,114,2,,
深潜炸弹,1,中立,稀有,44,7,,
深蓝系咒师,5,中立,稀有,91,5,,
渊狱至尊,8,中立,普通,91,5,,
游学者周卓,2,中立,传说,37,7,,
演讲者吉德拉,3,萨满,传说,168,1,,
潜地蝎,4,中立,普通,129,2,,
潮汐奔涌,8,萨满,普通,85,6,,
火元素,6,萨满,普通,129,2,,
火箭改装师,1,中立,普通,118,2,,
火舌图腾,3,萨满,普通,100,4,,
火鹰,3,中立,普通,128,2,,
灰发巫师,2,中立,史诗,106,3,,
灼光战斗法师,1,中立,普通,90,5,,
烈日行者,6,中立,稀有,92,5,,
热气球,1,中立,普通,74,6,,
熔岩爆裂,3,萨满,稀有,121,2,,
熔火恶犬,7,中立,普通,69,6,,
牛头人战士,3,中立,普通,66,7,,
特殊坐骑商人,7,中立,稀有,95,5,,
狂傲的兽人,3,中立,普通,132,1,,
狂奔科多兽,5,中立,稀有,98,4,,
狂暴邪翼蝠,4,中立,稀有,64,7,,
狂野炎术师,2,中立,稀有,114,2,,
狐人恶棍,3,中立,史诗,137,1,,
狗头人地卜师,2,中立,普通,75,6,,
狗头人沙漠步兵,2,中立,普通,63,7,,
狼人渗透者,1,中立,普通,83,6,,
狼骑兵,3,中立,普通,85,6,,
猎风巨龙,4,萨满,普通,143,1,,
王牌猎人,5,中立,史诗,59,7,,
玛瑟里顿,4,中立,传说,3,7,,
玛维·影歌,4,中立,传说,123,2,,
玛里苟斯,9,中立,传说,69,6,,
班德斯莫什,5,萨满,传说,134,1,,
瓦丝琪女士,3,萨满,传说,153,1,,
甩笔侏儒,1,中立,普通,121,2,,
电涌风暴,1,萨满,普通,86,6,,
疯狂召唤师,6,中立,稀有,58,7,,
疯狂投弹者,2,中立,普通,109,3,,
疯狂的炼金师,2,中立,稀有,100,4,,
白银之手骑士,5,中立,普通,94,5,,
白骨怨灵,4,中立,普通,119,2,,
矮人考古学家,2,中立,史诗,105,3,,
石化武器,2,萨满,普通,101,4,,
石拳食人魔,6,中立,普通,102,4,,
石牙野猪,1,中立,普通,55,7,,
破咒珠宝师,3,中立,稀有,108,3,,
破甲骑士,5,中立,普通,85,6,,
破碎奔行者,5,萨满,史诗,129,2,,
破碎残阳祭司,3,中立,普通,115,2,,
祖达克仪祭师,4,中立,稀有,50,7,,
神圣暴怒者,4,中立,普通,117,2,,
神殿狂战士,2,中立,普通,121,2,,
穆克拉,3,中立,传说,100,4,,
空军指挥官,4,中立,普通,65,7,,
空降歹徒,2,中立,普通,68,7,,
突变,0,萨满,普通,80,6,,
竞技场主宰,6,中立,普通,84,6,,
笔记能手,2,萨满,稀有,156,1,,
符文匕首,2,萨满,普通,49,7,,
米尔豪斯·法力风暴,2,中立,传说,1,7,,
精灵弓箭手,1,中立,普通,102,4,,
精灵龙,2,中立,普通,116,2,,
紫罗兰典狱官,6,中立,普通,100,4,,
紫罗兰教师,4,中立,稀有,94,5,,
紫罗兰魔剑士,4,中立,普通,71,6,,
红龙女王阿莱克丝塔萨,9,中立,传说,119,2,,
纳特·帕格,2,中立,传说,67,7,,
维克图斯,5,中立,传说,136,1,,
维西纳,4,萨满,传说,150,1,,
绿洲钳嘴龟,4,中立,普通,80,6,,
绿皮船长,5,中立,传说,72,6,,
美味飞鱼,2,中立,普通,81,6,,
耶比托·乔巴斯,8,中立,传说,91,5,,
腐肉食尸鬼,3,中立,普通,64,7,,
舒玛,7,中立,传说,112,3,,
艾泽里特元素,5,中立,史诗,61,7,,
艾露恩的女祭司,6,中立,普通,64,7,,
荆棘帮小偷,3,中立,普通,97,4,,
荆棘帮巫婆,4,中立,史诗,125,2,,
荆棘帮斗猪,2,中立,普通,146,1,,
荆棘谷猛虎,5,中立,普通,103,4,,
药水商人,1,中立,普通,69,6,,
莫尔葛工匠,2,中立,史诗,130,2,,
莱斯·霜语,5,萨满,传说,163,1,,
莱登之拳,4,萨满,传说,131,2,,
莽头食人魔,8,中立,史诗,103,4,,
萨尔玛先知,3,中立,普通,55,7,,
萨索瓦尔,9,中立,传说,95,5,,
萨维斯,6,中立,传说,109,3,,
蓝腮战士,2,中立,普通,81,6,,
藏宝匪贼,4,中立,稀有,61,7,,
藏宝海湾保镖,5,中立,普通,78,6,,
虚灵改装师,1,中立,普通,115,2,,
血帆海盗,1,中立,稀有,65,7,,
血帆袭击者,2,中立,普通,107,3,,
血沼迅猛龙,2,中立,普通,101,4,,
血法师萨尔诺斯,2,中立,传说,93,5,,
血色十字军战士,3,中立,普通,121,2,,
血骑士,3,中立,史诗,99,4,,
衰变飞弹,1,萨满,史诗,130,2,,
被禁锢的邪犬,2,中立,普通,123,2,,
被缚的魔像,7,中立,稀有,150,1,,
裹尸匠,4,中立,史诗,79,6,,
视界术,3,萨满,史诗,88,5,,
角鹰兽,4,中立,普通,99,4,,
触手恐吓者,5,中立,史诗,69,6,,
诅咒教派领袖,4,中立,普通,108,3,,
诺兹多姆,9,中立,传说,60,7,,
课桌小鬼,0,中立,普通,67,7,,
负伤剑圣,3,中立,稀有,106,3,,
贪婪的书虫,2,中立,稀有,146,1,,
贫瘠之地饲养员,7,中立,史诗,77,6,,
赤红急先锋,4,中立,普通,126,2,,
起泡的腐泥怪,3,中立,稀有,71,6,,
转校生,2,中立,史诗,148,1,,
辟法奇美拉,2,中立,普通,79,6,,
辟法巨龙,6,中立,普通,155,1,,
辟法灵龙,4,中立,普通,116,2,,
辟法龙人,7,中立,普通,118,2,,
达拉然图书管理员,2,中立,普通,99,4,,
达拉然圣剑士,5,中立,普通,129,2,,
达拉然法师,3,中立,普通,50,7,,
迦顿男爵,7,中立,传说,105,3,,
迷彩飞艇,6,中立,普通,82,6,,
逃脱的恐惧卫士,3,中立,普通,55,7,,
遮天雨云,5,萨满,史诗,135,1,,
邪犬,2,中立,普通,85,6,,
邪鳍导航员,4,中立,普通,96,4,,
酸性沼泽软泥怪,2,中立,普通,111,3,,
野性狼魂,3,萨满,稀有,110,3,,
金甲虫,3,中立,普通,102,4,,
钥匙专家阿拉巴斯特,7,中立,传说,145,1,,
铁喙猫头鹰,3,中立,普通,84,6,,
铁炉堡火枪手,3,中立,普通,75,6,,
铁鬃灰熊,3,中立,普通,88,5,,
银月城卫兵,4,中立,普通,96,4,,
银背族长,3,中立,普通,53,7,,
银色侍从,1,中立,普通,92,5,,
银色指挥官,6,中立,稀有,116,2,,
铸剑师,2,中立,稀有,89,5,,
锈誓信徒,4,中立,普通,69,6,,
锈誓新兵,2,中立,普通,130,2,,
锈骑劫匪,5,中立,普通,137,1,,
锐鳞骑士,3,中立,普通,99,4,,
闪电吐息,3,萨满,稀有,134,1,,
闪电箭,1,萨满,普通,109,3,,
闪电风暴,3,萨满,稀有,143,1,,
闪金镇步兵,1,中立,普通,67,7,,
防护改装师,1,中立,普通,113,3,,
防护长袍,3,中立,稀有,89,5,,
阿努比萨斯战争使者,9,中立,普通,81,6,,
阿古斯防御者,4,中立,稀有,120,2,,
阿曼尼狂战士,2,中立,普通,111,3,,
阿莱克丝塔萨,9,中立,传说,90,5,,
陶罐商人,1,中立,普通,66,7,,
隐秘破坏者,6,中立,史诗,0,7,,
雏龙巨婴,5,中立,普通,128,2,,
雕琢符文,6,萨满,史诗,143,1,,
雷矛特种兵,5,中立,普通,87,5,,
雷铸战斧,2,萨满,普通,160,1,,
雷霆绽放,0,萨满,普通,63,7,,
霍格,6,中立,传说,102,4,,
霜狼步兵,2,中立,普通,76,6,,
霜狼督军,5,中立,普通,99,4,,
霸气的旅店老板娘,8,中立,普通,71,6,,
风怒,2,萨满,普通,70,6,,
风怒鹰身人,6,中立,普通,59,7,,
风暴之怒,1,萨满,稀有,142,1,,
风暴之眼,10,萨满,普通,154,1,,
风语者,4,萨满,普通,81,6,,
风险投资公司雇佣兵,5,中立,普通,89,5,,
风领主奥拉基尔,8,萨满,传说,106,3,,
飞刀杂耍者,2,中立,稀有,107,3,,
飞天鱼人,5,中立,史诗,64,7,,
飞行管理员,3,中立,普通,107,3,,
食人魔巫术师,5,中立,普通,86,6,,
食人魔法师,4,中立,普通,89,5,,
食腐破坏魔,6,中立,普通,105,3,,
食魔影豹,2,中立,普通,115,2,,
驯化的雷象,3,中立,史诗,109,3,,
骄傲的防御者,4,中立,普通,118,2,,
高级跟班厄尔克,4,中立,传说,78,6,,
魂缚灰舌,1,中立,普通,57,7,,
魔化大锅,3,中立,史诗,107,3,,
魔古信徒,1,中立,史诗,40,7,,
魔古山守望者,4,中立,普通,66,7,,
魔古血肉塑造者,9,萨满,稀有,68,7,,
魔杖工匠,2,中立,普通,103,4,,
魔法幻象,4,中立,稀有,70,6,,
魔法订书匠,2,中立,普通,110,3,,
魔法飞毯,3,中立,史诗,72,6,,
魔瘾者,2,中立,稀有,53,7,,
魔药始祖龙,8,中立,普通,129,2,,
鱼人之灾祸,3,萨满,史诗,140,1,,
鱼人之魂,2,萨满,普通,74,6,,
鱼人投手,2,中立,普通,103,4,,
鱼人招潮者,1,中立,稀有,71,6,,
鱼人木乃伊,1,中立,普通,95,5,,
鱼人杀手蟹,1,中立,史诗,64,7,,
鱼人猎潮者,2,中立,普通,91,5,,
鱼人袭击者,1,中立,普通,70,6,,
鱼人领军,3,中立,史诗,97,4,,
鱼人飞骑,4,中立,普通,130,2,,
鱼斯拉,6,萨满,传说,168,1,,
鲁莽火箭兵,6,中立,普通,81,6,,
鲜活孢子,4,萨满,稀有,169,1,,
麦田傀儡,3,中立,普通,108,3,,
麻疯侏儒,1,中立,普通,58,7,,
黏指狗头人,5,中立,史诗,66,7,,
黑岩法术抄写员,6,中立,普通,138,1,,
黑铁矮人,4,中立,普通,145,1,,
黑骑士,6,中立,传说,100,4,,
龙喉巡天者,6,中立,普通,125,2,,
龙眠净化者,2,中立,史诗,97,4,,
