名称,费用,职业,稀有度,评分,评级,建议不选多张,
慷慨的木乃伊,3,中立,稀有,0,7,,
憎恶,5,中立,稀有,64,7,,
战利品贮藏者,2,中立,普通,99,4,,
扫清道路,1,猎人,稀有,9,7,,
报警机器人,3,中立,稀有,29,7,,
拆件旋翼机,3,猎人,稀有,72,6,,
拉文霍德刺客,7,中立,稀有,71,6,,
拉穆卡恒驯兽师,3,猎人,稀有,183,1,,
招虫的地精,3,中立,稀有,76,6,,
拾荒者的智慧,2,猎人,普通,77,6,,
持枪恶霸,5,中立,史诗,95,5,,
持盾卫士,1,中立,普通,54,7,,
捣蛋鬼,3,中立,史诗,71,6,,
推土壮汉,9,中立,普通,106,3,,
攻城车,3,中立,稀有,73,6,,
教师的爱宠,5,猎人,稀有,170,1,,
散财军士,4,中立,普通,102,4,,
数量压制,1,猎人,稀有,117,2,,
斯雷特教授,3,猎人,传说,142,1,,
新生刺头,1,中立,普通,109,3,,
新鲜气息,2,猎人,普通,125,2,,
方阵指挥官,5,中立,普通,79,6,,
旅行医者,4,中立,普通,88,5,,
旋翼机,6,中立,普通,87,5,,
无面操纵者,5,中立,史诗,122,2,,
无面暴怒者,3,中立,普通,76,6,,
无面潜伏者,5,中立,普通,76,6,,
无面腐蚀者,5,中立,稀有,121,2,,
日怒保卫者,2,中立,稀有,101,4,,
昆虫收藏家,2,中立,普通,112,3,,
显眼的诱饵,6,中立,史诗,41,7,,
暗鳞先知,1,中立,普通,42,7,,
暗鳞治愈者,5,中立,普通,78,6,,
暮光幼龙,4,中立,稀有,100,4,,
暴怒的狼人,3,中立,普通,75,6,,
暴走旋风,8,中立,史诗,49,7,,
暴风城勇士,7,中立,普通,63,7,,
暴风城骑士,4,中立,普通,74,6,,
暴龙王克鲁什,9,猎人,传说,147,1,,
月亮巨人守护者,10,中立,传说,91,5,,
末日预言者,2,中立,史诗,58,7,,
机械保险箱,6,中立,普通,91,5,,
机械巨熊,3,猎人,普通,91,5,,
机械幼龙技工,4,中立,普通,81,6,,
机械拷问者,4,中立,稀有,26,7,,
机械法医,5,中立,史诗,38,7,,
杀戮命令,3,猎人,普通,152,1,,
标记射击,4,猎人,普通,148,1,,
校长克尔苏加德,5,中立,传说,109,3,,
格鲁尔,8,中立,传说,70,6,,
档案员艾丽西娜,9,中立,传说,76,6,,
森林狼,1,猎人,普通,85,6,,
森金持盾卫士,4,中立,普通,89,5,,
欢快的同伴,1,中立,普通,78,6,,
止水湖蛇颈龙,5,中立,普通,118,2,,
死亡之翼,10,中立,传说,80,6,,
毒蛇陷阱,2,猎人,史诗,120,2,,
毒鳍鱼人,1,中立,普通,59,7,,
比斯巨兽,6,中立,传说,91,5,,
沙漠之矛,3,猎人,普通,200,1,,
沙漠方尖碑,5,中立,史诗,20,7,,
沙漠野兔,3,中立,普通,100,4,,
沼泽爬行者,5,中立,普通,75,6,,
法力之池,2,中立,普通,39,7,,
法力怨魂,2,中立,稀有,86,6,,
法奥瑞斯国王,10,中立,传说,71,6,,
活化扫帚,1,中立,普通,101,4,,
活化纪念碑,10,中立,普通,96,4,,
活化龙息,3,中立,普通,104,4,,
流沙元素,2,中立,稀有,109,3,,
浮夸的大四学长,6,中立,普通,135,1,,
海巨人,10,中立,史诗,107,3,,
海蛇蛋,2,中立,普通,36,7,,
淡水鳄,2,中立,普通,109,3,,
深坑鳄鱼,8,中立,普通,123,2,,
深潜炸弹,1,中立,稀有,40,7,,
深蓝系咒师,5,中立,稀有,87,5,,
渊狱至尊,8,中立,普通,83,6,,
温蕾萨·风行者,7,猎人,传说,101,4,,
游学者周卓,2,中立,传说,35,7,,
湮灭战车,6,猎人,传说,40,7,,
潜地蝎,4,中立,普通,133,1,,
火箭改装师,1,中立,普通,113,3,,
火鹰,3,中立,普通,123,2,,
灭龙弩炮,4,猎人,传说,122,2,,
灰发巫师,2,中立,史诗,99,4,,
灼光战斗法师,1,中立,普通,90,5,,
烈日行者,6,中立,稀有,86,6,,
热气球,1,中立,普通,77,6,,
照明弹,2,猎人,稀有,80,6,,
熔火恶犬,7,中立,普通,77,6,,
爆炸射击,5,猎人,稀有,112,3,,
爆炸陷阱,2,猎人,普通,99,4,,
牛头人战士,3,中立,普通,60,7,,
特殊坐骑商人,7,中立,稀有,91,5,,
狂傲的兽人,3,中立,普通,123,2,,
狂奔科多兽,5,中立,稀有,98,4,,
狂暴邪翼蝠,4,中立,稀有,60,7,,
狂野怒火,1,猎人,史诗,87,5,,
狂野炎术师,2,中立,稀有,109,3,,
狐人恶棍,3,中立,史诗,136,1,,
狗头人地卜师,2,中立,普通,70,6,,
狗头人沙漠步兵,2,中立,普通,78,6,,
狙击,2,猎人,普通,105,3,,
狩猎盛宴,5,猎人,稀有,61,7,,
狼人渗透者,1,中立,普通,83,6,,
狼骑兵,3,中立,普通,83,6,,
猎人印记,2,猎人,普通,117,2,,
猎人工具包,3,猎人,普通,142,1,,
猛兽出笼,6,猎人,稀有,118,2,,
猩红织网蛛,6,猎人,史诗,105,3,,
王牌猎人,5,中立,史诗,54,7,,
玛瑟里顿,4,中立,传说,14,7,,
玛维·影歌,4,中立,传说,122,2,,
玛里苟斯,9,中立,传说,66,7,,
甩笔侏儒,1,中立,普通,115,2,,
疯狂召唤师,6,中立,稀有,56,7,,
疯狂投弹者,2,中立,普通,104,4,,
疯狂的炼金师,2,中立,稀有,96,4,,
病毒增援,1,猎人,史诗,72,6,,
白银之手骑士,5,中立,普通,88,5,,
白骨怨灵,4,中立,普通,110,3,,
相位追猎者,2,猎人,稀有,136,1,,
矮人神射手,1,猎人,普通,118,2,,
矮人考古学家,2,中立,史诗,102,4,,
石拳食人魔,6,中立,普通,97,4,,
石牙野猪,1,中立,普通,78,6,,
破咒珠宝师,3,中立,稀有,101,4,,
破甲骑士,5,中立,普通,80,6,,
破碎残阳祭司,3,中立,普通,91,5,,
祖达克仪祭师,4,中立,稀有,43,7,,
神圣暴怒者,4,中立,普通,109,3,,
神殿狂战士,2,中立,普通,113,3,,
穆克拉,3,中立,传说,107,3,,
空军指挥官,4,中立,普通,63,7,,
空降歹徒,2,中立,普通,65,7,,
竞技场主宰,6,中立,普通,80,6,,
米尔豪斯·法力风暴,2,中立,传说,2,7,,
精灵弓箭手,1,中立,普通,97,4,,
精灵龙,2,中立,普通,108,3,,
紫罗兰典狱官,6,中立,普通,93,5,,
紫罗兰教师,4,中立,稀有,87,5,,
紫罗兰魔剑士,4,中立,普通,64,7,,
红龙女王阿莱克丝塔萨,9,中立,传说,116,2,,
纳格兰大冲撞,10,猎人,史诗,181,1,,
纳特·帕格,2,中立,传说,63,7,,
维克图斯,5,中立,传说,137,1,,
维拉努斯,6,猎人,传说,141,1,,
绿洲钳嘴龟,4,中立,普通,88,5,,
绿皮船长,5,中立,传说,77,6,,
美味飞鱼,2,中立,普通,81,6,,
耶比托·乔巴斯,8,中立,传说,91,5,,
腐巢幼龙,5,猎人,稀有,130,2,,
腐肉食尸鬼,3,中立,普通,51,7,,
腐蚀吐息,2,猎人,普通,134,1,,
腐食研习,1,猎人,普通,124,2,,
致命射击,3,猎人,普通,123,2,,
舒玛,7,中立,传说,105,3,,
艾泽里特元素,5,中立,史诗,52,7,,
艾露恩的女祭司,6,中立,普通,61,7,,
苔原犀牛,5,猎人,普通,93,5,,
荆棘帮小偷,3,中立,普通,91,5,,
荆棘帮巫婆,4,中立,史诗,139,1,,
荆棘帮斗猪,2,中立,普通,158,1,,
荆棘谷猛虎,5,中立,普通,110,3,,
药水商人,1,中立,普通,64,7,,
莫克纳萨将狮,4,猎人,稀有,136,1,,
莫尔葛工匠,2,中立,史诗,120,2,,
莽头食人魔,8,中立,史诗,97,4,,
萌物来袭,1,猎人,普通,117,2,,
萨尔玛先知,3,中立,普通,52,7,,
萨索瓦尔,9,中立,传说,90,5,,
萨维斯,6,中立,传说,104,4,,
蓝腮战士,2,中立,普通,78,6,,
藏宝匪贼,4,中立,稀有,66,7,,
藏宝海湾保镖,5,中立,普通,74,6,,
虚灵改装师,1,中立,普通,111,3,,
血帆海盗,1,中立,稀有,62,7,,
血帆袭击者,2,中立,普通,108,3,,
血沼迅猛龙,2,中立,普通,115,2,,
血法师萨尔诺斯,2,中立,传说,93,5,,
血色十字军战士,3,中立,普通,112,3,,
血骑士,3,中立,史诗,94,5,,
被禁锢的邪犬,2,中立,普通,117,2,,
被禁锢的魔喉,2,猎人,普通,123,2,,
被缚的魔像,7,中立,稀有,144,1,,
裂树三叶虫,4,猎人,史诗,153,1,,
裹尸匠,4,中立,史诗,73,6,,
角斗士的长弓,7,猎人,史诗,110,3,,
角鹰兽,4,中立,普通,105,3,,
触手恐吓者,5,中立,史诗,66,7,,
诅咒教派领袖,4,中立,普通,103,4,,
误导,2,猎人,稀有,66,7,,
诺兹多姆,9,中立,传说,59,7,,
课桌小鬼,0,中立,普通,62,7,,
负伤剑圣,3,中立,稀有,97,4,,
贪婪的书虫,2,中立,稀有,131,2,,
贫瘠之地饲养员,7,中立,史诗,83,6,,
赤红急先锋,4,中立,普通,118,2,,
起泡的腐泥怪,3,中立,稀有,59,7,,
转校生,2,中立,史诗,139,1,,
辟法奇美拉,2,中立,普通,93,5,,
辟法巨龙,6,中立,普通,147,1,,
辟法灵龙,4,中立,普通,108,3,,
辟法龙人,7,中立,普通,112,3,,
达拉然图书管理员,2,中立,普通,93,5,,
达拉然圣剑士,5,中立,普通,121,2,,
达拉然法师,3,中立,普通,43,7,,
迦顿男爵,7,中立,传说,114,2,,
迷彩飞艇,6,中立,普通,80,6,,
追踪术,1,猎人,普通,114,2,,
逃脱的恐惧卫士,3,中立,普通,52,7,,
邪犬,2,中立,普通,82,6,,
邪鳍导航员,4,中立,普通,80,6,,
酸性沼泽软泥怪,2,中立,普通,103,4,,
金牌猎手克里,3,猎人,传说,125,2,,
金甲虫,3,中立,普通,115,2,,
钥匙专家阿拉巴斯特,7,中立,传说,140,1,,
铁喙猫头鹰,3,中立,普通,97,4,,
铁炉堡火枪手,3,中立,普通,71,6,,
铁鬃灰熊,3,中立,普通,98,4,,
银月城卫兵,4,中立,普通,89,5,,
银背族长,3,中立,普通,62,7,,
银色侍从,1,中立,普通,89,5,,
银色指挥官,6,中立,稀有,114,2,,
铸剑师,2,中立,稀有,70,6,,
锈誓信徒,4,中立,普通,60,7,,
锈誓新兵,2,中立,普通,122,2,,
锈骑劫匪,5,中立,普通,128,2,,
锐鳞骑士,3,中立,普通,97,4,,
长鬃草原狮,6,猎人,稀有,157,1,,
闪光蝴蝶,1,猎人,稀有,144,1,,
闪金镇步兵,1,中立,普通,65,7,,
防护改装师,1,中立,普通,111,3,,
防护长袍,3,中立,稀有,81,6,,
阿努比萨斯战争使者,9,中立,普通,88,5,,
阿古斯防御者,4,中立,稀有,105,3,,
阿曼尼狂战士,2,中立,普通,104,4,,
阿莱克丝塔萨,9,中立,传说,112,3,,
陶罐商人,1,中立,普通,70,6,,
隐秘破坏者,6,中立,史诗,0,7,,
集群战术,2,猎人,稀有,119,2,,
雏龙巨婴,5,中立,普通,123,2,,
雷矛特种兵,5,中立,普通,83,6,,
霍格,6,中立,传说,96,4,,
霜狼步兵,2,中立,普通,72,6,,
霜狼督军,5,中立,普通,89,5,,
霸气的旅店老板娘,8,中立,普通,60,7,,
顶级捕食者兹克索尔,3,猎人,传说,169,1,,
风怒鹰身人,6,中立,普通,58,7,,
风暴之锤,3,猎人,史诗,167,1,,
风险投资公司雇佣兵,5,中立,普通,80,6,,
飞刀杂耍者,2,中立,稀有,103,4,,
飞天鱼人,5,中立,史诗,63,7,,
飞蝗虫群,6,猎人,稀有,147,1,,
飞行管理员,3,中立,普通,101,4,,
食人魔巫术师,5,中立,普通,80,6,,
食人魔法师,4,中立,普通,82,6,,
食腐土狼,2,猎人,普通,106,3,,
食腐破坏魔,6,中立,普通,99,4,,
食魔影豹,2,中立,普通,130,2,,
饥饿的秃鹫,5,猎人,普通,69,6,,
饱腹巨蟒,3,猎人,稀有,161,1,,
驯兽师,4,猎人,普通,105,3,,
驯化的雷象,3,中立,史诗,113,3,,
骄傲的防御者,4,中立,普通,109,3,,
高级跟班厄尔克,4,中立,传说,45,7,,
魂缚灰舌,1,中立,普通,61,7,,
魔化大锅,3,中立,史诗,104,4,,
魔古信徒,1,中立,史诗,41,7,,
魔古山守望者,4,中立,普通,61,7,,
魔杖工匠,2,中立,普通,101,4,,
魔法幻象,4,中立,稀有,63,7,,
魔法订书匠,2,中立,普通,101,4,,
魔法飞毯,3,中立,史诗,68,7,,
魔瘾者,2,中立,稀有,52,7,,
魔药始祖龙,8,中立,普通,127,2,,
鱼人投手,2,中立,普通,96,4,,
鱼人招潮者,1,中立,稀有,62,7,,
鱼人木乃伊,1,中立,普通,91,5,,
鱼人杀手蟹,1,中立,史诗,83,6,,
鱼人猎潮者,2,中立,普通,83,6,,
鱼人袭击者,1,中立,普通,68,7,,
鱼人领军,3,中立,史诗,79,6,,
鱼人飞骑,4,中立,普通,122,2,,
鲁莽火箭兵,6,中立,普通,82,6,,
鹰角弓,3,猎人,稀有,157,1,,
鹿角小飞兔,1,猎人,普通,140,1,,
麦田傀儡,3,中立,普通,104,4,,
麻疯侏儒,1,中立,普通,72,6,,
黏指狗头人,5,中立,史诗,61,7,,
黑岩法术抄写员,6,中立,普通,132,1,,
黑铁矮人,4,中立,普通,127,2,,
黑骑士,6,中立,传说,92,5,,
龙喉巡天者,6,中立,普通,119,2,,
龙眠净化者,2,中立,史诗,91,5,,
